transaction_id,customer_id,transaction_date,product_category,quantity,unit_price,channel,is_churned,total_amount
TXN_00000103,CUST_00851,2024-08-31,Oolong Tea,3,52.13,Online Store,0,156.39000000000001
TXN_00000104,CUST_00432,2023-12-21,Green Tea,4,29.57,Online Store,0,118.28
TXN_00000105,CUST_00627,2024-12-30,Floral Blend,3,40.08,Funan Mall Outlet,0,120.24
TXN_00000106,CUST_00725,2025-11-19,Black Tea,3,96.39,Online Store,0,289.17
TXN_00000107,CUST_00468,2024-10-09,Premium Pu-erh,1,56.81,Online Store,0,56.81
TXN_00000108,CUST_00445,2025-10-05,Black Tea,2,46.06,Online Store,0,92.12
TXN_00000109,CUST_00480,2025-06-15,Green Tea,4,56.93,Funan Mall Outlet,0,227.72
TXN_00000110,CUST_00883,2024-07-25,Green Tea,4,80.11,Online Store,0,320.44
TXN_00000111,CUST_00293,2024-07-23,Oolong Tea,2,40.61,Online Store,0,81.22
TXN_00000112,CUST_00764,2024-06-27,Oolong Tea,1,26.08,Online Store,0,26.08
TXN_00000113,CUST_00142,2025-01-12,Green Tea,1,62.64,Online Store,0,62.64
TXN_00000114,CUST_00249,2025-07-20,Floral Blend,1,69.87,Online Store,0,69.87
TXN_00000115,CUST_00877,2025-02-27,Floral Blend,4,74.14,Online Store,0,296.56
TXN_00000116,CUST_00947,2024-10-21,Premium Pu-erh,1,89.38,Funan Mall Outlet,0,89.38
TXN_00000117,CUST_00974,2025-07-27,Oolong Tea,1,43.41,Funan Mall Outlet,0,43.41
TXN_00000118,CUST_00301,2024-12-10,Premium Pu-erh,4,16.78,Online Store,0,67.12
TXN_00000119,CUST_00024,2025-04-15,Oolong Tea,4,96.25,Funan Mall Outlet,0,385.0
TXN_00000120,CUST_00788,2024-09-15,Green Tea,3,49.15,Online Store,0,147.45
TXN_00000121,CUST_00983,2025-10-29,Floral Blend,4,66.09,Online Store,0,264.36
TXN_00000122,CUST_00888,2025-01-03,Floral Blend,2,69.97,Online Store,0,139.94
TXN_00000123,CUST_00889,2025-03-05,Green Tea,4,59.19,Online Store,0,236.76
TXN_00000124,CUST_00900,2024-08-26,Premium Pu-erh,4,28.47,Online Store,1,113.88
TXN_00000125,CUST_00069,2024-07-14,Premium Pu-erh,1,77.96,Online Store,0,77.96
TXN_00000126,CUST_00624,2024-02-16,Black Tea,3,82.34,Funan Mall Outlet,0,247.02
TXN_00000127,CUST_00874,2025-10-08,Oolong Tea,1,59.77,Online Store,0,59.77
TXN_00000128,CUST_00111,2025-09-02,Premium Pu-erh,3,53.97,Funan Mall Outlet,0,161.91
TXN_00000129,CUST_00363,2024-03-19,Green Tea,1,20.25,Online Store,1,20.25
TXN_00000130,CUST_00302,2024-12-10,Premium Pu-erh,2,17.56,Online Store,0,35.12
TXN_00000131,CUST_00470,2024-09-29,Floral Blend,1,40.56,Online Store,0,40.56
TXN_00000132,CUST_00963,2025-01-08,Oolong Tea,1,37.98,Online Store,0,37.98
TXN_00000133,CUST_00090,2025-01-09,Black Tea,2,95.83,Funan Mall Outlet,0,191.66
TXN_00000134,CUST_00529,2025-07-12,Oolong Tea,2,80.53,Funan Mall Outlet,0,161.06
TXN_00000135,CUST_00660,2025-11-29,Floral Blend,4,69.39,Online Store,0,277.56
TXN_00000136,CUST_00987,2024-08-08,Floral Blend,1,56.59,Funan Mall Outlet,0,56.59
TXN_00000137,CUST_00738,2024-07-12,Floral Blend,2,25.06,Funan Mall Outlet,0,50.12
TXN_00000138,CUST_00725,2024-11-28,Floral Blend,2,98.06,Funan Mall Outlet,0,196.12
TXN_00000139,CUST_00871,2024-10-31,Green Tea,4,43.75,Online Store,0,175.0
TXN_00000140,CUST_00662,2025-03-22,Black Tea,3,19.62,Funan Mall Outlet,0,58.86
TXN_00000141,CUST_00191,2025-11-08,Floral Blend,2,54.44,Online Store,0,108.88
TXN_00000142,CUST_00962,2025-07-13,Floral Blend,2,88.66,Funan Mall Outlet,0,177.32
TXN_00000143,CUST_00551,2024-06-11,Premium Pu-erh,1,89.86,Online Store,0,89.86
TXN_00000144,CUST_00241,2024-01-28,Black Tea,4,10.99,Online Store,0,43.96
TXN_00000145,CUST_00137,2025-02-22,Oolong Tea,1,89.77,Online Store,0,89.77
TXN_00000146,CUST_00344,2025-05-27,Black Tea,3,34.43,Online Store,0,103.28999999999999
TXN_00000147,CUST_00179,2024-04-24,Black Tea,4,13.51,Funan Mall Outlet,1,54.04
TXN_00000148,CUST_00711,2024-08-06,Black Tea,1,86.3,Online Store,1,86.3
TXN_00000149,CUST_00502,2025-08-01,Floral Blend,2,87.75,Online Store,0,175.5
TXN_00000150,CUST_00202,2024-04-20,Floral Blend,2,63.66,Funan Mall Outlet,0,127.32
TXN_00000151,CUST_00572,2024-03-08,Green Tea,4,61.7,Online Store,0,246.8
TXN_00000152,CUST_00191,2025-03-31,Oolong Tea,2,83.18,Online Store,1,166.36
TXN_00000153,CUST_00004,2024-02-14,Premium Pu-erh,1,80.77,Online Store,0,80.77
TXN_00000154,CUST_00889,2025-02-12,Black Tea,4,90.11,Online Store,0,360.44
TXN_00000155,CUST_00236,2025-07-31,Oolong Tea,2,59.75,Online Store,0,119.5
TXN_00000156,CUST_00692,2025-06-07,Oolong Tea,2,97.09,Online Store,0,194.18
TXN_00000157,CUST_00310,2024-12-04,Green Tea,3,99.65,Funan Mall Outlet,0,298.95000000000005
TXN_00000158,CUST_00548,2025-06-18,Premium Pu-erh,3,20.49,Funan Mall Outlet,0,61.47
TXN_00000159,CUST_00055,2024-05-19,Black Tea,4,86.46,Online Store,0,345.84
TXN_00000160,CUST_00442,2024-07-05,Premium Pu-erh,3,54.98,Online Store,0,164.94
TXN_00000161,CUST_00236,2024-08-05,Green Tea,1,44.88,Online Store,1,44.88
TXN_00000162,CUST_00869,2024-03-04,Floral Blend,2,65.18,Funan Mall Outlet,1,130.36
TXN_00000163,CUST_00860,2024-10-13,Oolong Tea,2,15.04,Online Store,0,30.08
TXN_00000164,CUST_00196,2024-04-13,Black Tea,2,55.58,Funan Mall Outlet,0,111.16
TXN_00000165,CUST_00584,2025-04-19,Floral Blend,4,88.38,Online Store,0,353.52
TXN_00000166,CUST_00570,2024-03-19,Green Tea,4,29.21,Funan Mall Outlet,0,116.84
TXN_00000167,CUST_00751,2025-10-21,Premium Pu-erh,3,48.38,Online Store,0,145.14000000000001
TXN_00000168,CUST_00513,2024-01-20,Oolong Tea,2,94.55,Funan Mall Outlet,0,189.1
TXN_00000169,CUST_00448,2024-10-06,Black Tea,2,48.57,Online Store,0,97.14
TXN_00000170,CUST_00359,2025-07-02,Floral Blend,2,42.25,Funan Mall Outlet,0,84.5
TXN_00000171,CUST_00699,2025-11-11,Floral Blend,2,49.65,Online Store,0,99.3
TXN_00000172,CUST_00818,2025-01-25,Oolong Tea,2,56.75,Online Store,0,113.5
TXN_00000173,CUST_00029,2025-04-10,Premium Pu-erh,1,66.88,Online Store,0,66.88
TXN_00000174,CUST_00778,2025-10-11,Green Tea,2,82.06,Funan Mall Outlet,0,164.12
TXN_00000175,CUST_00987,2025-08-11,Premium Pu-erh,1,50.69,Funan Mall Outlet,0,50.69
TXN_00000176,CUST_00107,2025-10-26,Premium Pu-erh,2,83.57,Online Store,0,167.14
TXN_00000177,CUST_00843,2024-01-24,Premium Pu-erh,4,58.03,Online Store,0,232.12
TXN_00000178,CUST_00934,2025-09-04,Oolong Tea,4,40.46,Online Store,1,161.84
TXN_00000179,CUST_00601,2024-06-06,Oolong Tea,1,69.22,Funan Mall Outlet,0,69.22
TXN_00000180,CUST_00716,2024-05-18,Green Tea,2,74.6,Funan Mall Outlet,0,149.2
TXN_00000181,CUST_00890,2024-01-31,Premium Pu-erh,4,60.22,Funan Mall Outlet,0,240.88
TXN_00000182,CUST_00967,2025-07-01,Oolong Tea,4,15.1,Online Store,0,60.4
TXN_00000183,CUST_00958,2025-08-08,Green Tea,2,25.29,Funan Mall Outlet,0,50.58
TXN_00000184,CUST_00959,2025-09-20,Green Tea,2,35.68,Funan Mall Outlet,0,71.36
TXN_00000185,CUST_00444,2024-12-09,Premium Pu-erh,4,35.44,Funan Mall Outlet,0,141.76
TXN_00000186,CUST_00892,2025-09-05,Black Tea,2,70.61,Online Store,0,141.22
TXN_00000187,CUST_00437,2025-02-24,Premium Pu-erh,3,11.65,Funan Mall Outlet,0,34.95
TXN_00000188,CUST_00731,2024-03-21,Black Tea,2,78.01,Online Store,0,156.02
TXN_00000189,CUST_00889,2025-10-26,Green Tea,4,33.88,Online Store,0,135.52
TXN_00000190,CUST_00605,2025-07-19,Oolong Tea,4,37.9,Online Store,0,151.6
TXN_00000191,CUST_00456,2024-04-02,Floral Blend,1,57.51,Online Store,0,57.51
TXN_00000192,CUST_00614,2025-11-04,Green Tea,3,29.43,Online Store,0,88.28999999999999
TXN_00000193,CUST_00734,2023-12-15,Oolong Tea,4,89.6,Online Store,0,358.4
TXN_00000194,CUST_00697,2025-06-06,Green Tea,3,17.68,Online Store,0,53.04
TXN_00000195,CUST_00980,2025-11-27,Premium Pu-erh,2,49.99,Funan Mall Outlet,0,99.98
TXN_00000196,CUST_00695,2025-05-13,Black Tea,4,86.45,Online Store,0,345.8
TXN_00000197,CUST_00494,2024-08-14,Green Tea,1,65.43,Online Store,0,65.43
TXN_00000198,CUST_00673,2024-03-28,Oolong Tea,4,36.31,Online Store,0,145.24
TXN_00000199,CUST_00246,2025-07-12,Premium Pu-erh,1,47.87,Funan Mall Outlet,0,47.87
TXN_00000200,CUST_00542,2025-05-11,Floral Blend,3,73.6,Funan Mall Outlet,0,220.79999999999998
TXN_00000201,CUST_00563,2023-12-28,Premium Pu-erh,1,97.59,Online Store,0,97.59
TXN_00000202,CUST_00856,2025-01-07,Black Tea,2,90.38,Funan Mall Outlet,0,180.76
TXN_00000203,CUST_00587,2024-04-10,Premium Pu-erh,2,40.82,Online Store,0,81.64
TXN_00000204,CUST_00896,2024-11-09,Floral Blend,2,99.84,Funan Mall Outlet,0,199.68
TXN_00000205,CUST_00438,2023-12-17,Oolong Tea,4,10.32,Online Store,0,41.28
TXN_00000206,CUST_00277,2024-01-14,Green Tea,2,12.49,Online Store,1,24.98
TXN_00000207,CUST_00551,2024-02-07,Black Tea,2,84.15,Online Store,0,168.3
TXN_00000208,CUST_00612,2025-09-04,Floral Blend,4,27.95,Online Store,0,111.8
TXN_00000209,CUST_00110,2024-12-12,Black Tea,3,15.47,Online Store,0,46.410000000000004
TXN_00000210,CUST_00384,2024-11-18,Premium Pu-erh,2,31.34,Funan Mall Outlet,0,62.68
TXN_00000211,CUST_00832,2024-10-12,Black Tea,2,48.35,Funan Mall Outlet,0,96.7
TXN_00000212,CUST_00760,2024-05-19,Floral Blend,4,75.75,Online Store,0,303.0
TXN_00000213,CUST_00190,2025-10-15,Green Tea,3,66.19,Online Store,0,198.57
TXN_00000214,CUST_00489,2025-02-18,Green Tea,3,31.39,Online Store,0,94.17
TXN_00000215,CUST_00693,2024-04-18,Black Tea,3,55.29,Online Store,0,165.87
TXN_00000216,CUST_00425,2025-01-02,Oolong Tea,4,93.36,Funan Mall Outlet,0,373.44
TXN_00000217,CUST_00404,2025-04-14,Black Tea,1,83.35,Online Store,0,83.35
TXN_00000218,CUST_00334,2024-02-09,Premium Pu-erh,1,39.09,Funan Mall Outlet,0,39.09
TXN_00000219,CUST_00208,2023-12-31,Green Tea,2,98.4,Online Store,0,196.8
TXN_00000220,CUST_00021,2024-04-20,Green Tea,2,73.78,Online Store,1,147.56
TXN_00000221,CUST_00677,2025-04-30,Green Tea,2,15.62,Online Store,0,31.24
TXN_00000222,CUST_00610,2024-05-25,Oolong Tea,1,13.16,Online Store,0,13.16
TXN_00000223,CUST_00207,2025-04-12,Oolong Tea,4,25.16,Online Store,0,100.64
TXN_00000224,CUST_00007,2025-05-16,Floral Blend,2,75.51,Funan Mall Outlet,0,151.02
TXN_00000225,CUST_00701,2024-03-24,Black Tea,4,26.54,Online Store,0,106.16
TXN_00000226,CUST_00686,2025-08-30,Black Tea,2,56.03,Online Store,0,112.06
TXN_00000227,CUST_00784,2024-08-06,Premium Pu-erh,4,18.39,Funan Mall Outlet,1,73.56
TXN_00000228,CUST_00528,2025-06-23,Green Tea,4,92.88,Online Store,0,371.52
TXN_00000229,CUST_00601,2024-06-04,Oolong Tea,1,40.96,Funan Mall Outlet,0,40.96
TXN_00000230,CUST_00652,2025-11-08,Premium Pu-erh,4,91.73,Online Store,0,366.92
TXN_00000231,CUST_00656,2024-04-11,Premium Pu-erh,3,95.04,Online Store,0,285.12
TXN_00000232,CUST_00165,2025-05-17,Oolong Tea,1,10.55,Funan Mall Outlet,0,10.55
TXN_00000233,CUST_00848,2023-12-30,Black Tea,2,51.77,Funan Mall Outlet,0,103.54
TXN_00000234,CUST_00495,2024-01-27,Green Tea,1,12.22,Online Store,0,12.22
TXN_00000235,CUST_00589,2025-10-23,Black Tea,3,91.78,Online Store,0,275.34000000000003
TXN_00000236,CUST_00428,2024-12-30,Premium Pu-erh,3,56.66,Funan Mall Outlet,0,169.98
TXN_00000237,CUST_00773,2024-10-08,Green Tea,4,16.74,Online Store,0,66.96
TXN_00000238,CUST_00162,2025-08-30,Floral Blend,3,19.92,Online Store,0,59.760000000000005
TXN_00000239,CUST_00365,2025-05-02,Premium Pu-erh,3,44.52,Funan Mall Outlet,0,133.56
TXN_00000240,CUST_00525,2025-09-08,Black Tea,3,94.62,Funan Mall Outlet,0,283.86
TXN_00000241,CUST_00238,2025-07-26,Black Tea,3,72.36,Funan Mall Outlet,0,217.07999999999998
TXN_00000242,CUST_00071,2024-07-06,Black Tea,2,88.09,Funan Mall Outlet,0,176.18
TXN_00000243,CUST_00444,2024-04-06,Oolong Tea,2,42.98,Funan Mall Outlet,0,85.96
TXN_00000244,CUST_00654,2025-02-11,Premium Pu-erh,1,13.89,Funan Mall Outlet,0,13.89
TXN_00000245,CUST_00821,2024-05-23,Green Tea,4,97.69,Funan Mall Outlet,0,390.76
TXN_00000246,CUST_00508,2024-12-11,Black Tea,2,11.55,Online Store,0,23.1
TXN_00000247,CUST_00794,2025-06-12,Black Tea,3,95.29,Online Store,0,285.87
TXN_00000248,CUST_00268,2025-06-09,Oolong Tea,4,43.18,Funan Mall Outlet,0,172.72
TXN_00000249,CUST_00752,2024-03-07,Green Tea,2,10.91,Funan Mall Outlet,0,21.82
TXN_00000250,CUST_00414,2024-12-11,Premium Pu-erh,1,72.02,Online Store,0,72.02
TXN_00000251,CUST_00244,2024-11-27,Floral Blend,3,98.25,Online Store,0,294.75
TXN_00000252,CUST_00674,2024-11-03,Oolong Tea,4,96.91,Funan Mall Outlet,1,387.64
TXN_00000253,CUST_00059,2025-11-29,Premium Pu-erh,2,24.48,Online Store,0,48.96
TXN_00000254,CUST_00005,2024-11-23,Floral Blend,4,26.31,Online Store,1,105.24
TXN_00000255,CUST_00708,2024-12-21,Black Tea,2,60.9,Funan Mall Outlet,1,121.8
TXN_00000256,CUST_00981,2025-02-28,Black Tea,1,67.36,Funan Mall Outlet,0,67.36
TXN_00000257,CUST_00569,2024-05-14,Green Tea,3,76.55,Funan Mall Outlet,0,229.64999999999998
TXN_00000258,CUST_00816,2025-05-04,Floral Blend,1,26.29,Funan Mall Outlet,0,26.29
TXN_00000259,CUST_00406,2024-06-08,Black Tea,3,96.31,Online Store,0,288.93
TXN_00000260,CUST_00216,2024-05-18,Black Tea,3,67.49,Funan Mall Outlet,0,202.46999999999997
TXN_00000261,CUST_00929,2024-12-26,Green Tea,4,86.23,Online Store,0,344.92
TXN_00000262,CUST_00025,2025-05-25,Premium Pu-erh,2,58.61,Funan Mall Outlet,0,117.22
TXN_00000263,CUST_00814,2025-03-19,Black Tea,1,47.28,Online Store,0,47.28
TXN_00000264,CUST_00004,2024-06-24,Oolong Tea,1,97.95,Online Store,0,97.95
TXN_00000265,CUST_00985,2024-08-07,Oolong Tea,1,62.39,Online Store,0,62.39
TXN_00000266,CUST_00531,2024-12-16,Premium Pu-erh,4,88.02,Online Store,0,352.08
TXN_00000267,CUST_00389,2024-04-05,Floral Blend,4,95.8,Funan Mall Outlet,0,383.2
TXN_00000268,CUST_00709,2025-09-10,Green Tea,4,70.78,Funan Mall Outlet,0,283.12
TXN_00000269,CUST_00570,2023-12-21,Oolong Tea,3,59.4,Funan Mall Outlet,0,178.2
TXN_00000270,CUST_00447,2025-07-20,Oolong Tea,1,10.32,Funan Mall Outlet,0,10.32
TXN_00000271,CUST_00753,2024-06-11,Premium Pu-erh,3,13.6,Online Store,0,40.8
TXN_00000272,CUST_00145,2024-09-21,Floral Blend,1,28.08,Funan Mall Outlet,0,28.08
TXN_00000273,CUST_00387,2025-02-02,Floral Blend,1,26.74,Funan Mall Outlet,0,26.74
TXN_00000274,CUST_00784,2025-11-02,Premium Pu-erh,2,32.93,Funan Mall Outlet,0,65.86
TXN_00000275,CUST_00248,2024-02-18,Oolong Tea,1,37.44,Online Store,0,37.44
TXN_00000276,CUST_00525,2025-11-20,Green Tea,4,42.41,Funan Mall Outlet,0,169.64
TXN_00000277,CUST_00461,2025-06-08,Oolong Tea,4,47.85,Funan Mall Outlet,0,191.4
TXN_00000278,CUST_00012,2025-08-05,Floral Blend,4,18.9,Online Store,0,75.6
TXN_00000279,CUST_00902,2024-11-16,Oolong Tea,2,13.81,Funan Mall Outlet,0,27.62
TXN_00000280,CUST_00383,2025-04-02,Green Tea,2,70.66,Funan Mall Outlet,0,141.32
TXN_00000281,CUST_00555,2025-08-28,Black Tea,3,58.36,Online Store,0,175.07999999999998
